region,date,lat,lon,sst_fahrenheit
San Diego,2025-07-01,33.14604783142441,-117.82453770195562,290.13107
San Diego,2025-07-01,33.146844939254066,-117.80018906322567,290.1757
San Diego,2025-07-01,33.14764321376844,-117.77583435223701,290.2913
San Diego,2025-07-01,33.14844265589381,-117.75147355776336,290.3505
San Diego,2025-07-01,33.14924326655943,-117.72710666855924,290.1643
San Diego,2025-07-01,33.15004504669596,-117.70273367336088,290.16208
San Diego,2025-07-01,33.15084799723703,-117.67835456088518,290.17395
San Diego,2025-07-01,33.151652119117635,-117.65396931983071,290.19247
San Diego,2025-07-01,33.152457413275584,-117.62957793887665,290.22028
San Diego,2025-07-01,33.153263880650215,-117.60518040668377,290.23044
San Diego,2025-07-01,33.15407173725263,-117.58077021727354,290.28894
San Diego,2025-07-01,33.154880554201505,-117.55636034686351,290.30084
San Diego,2025-07-01,33.15569054719955,-117.53194429107846,290.29636
San Diego,2025-07-01,33.15650171719485,-117.50752203850269,290.23367
San Diego,2025-07-01,33.157314065138095,-117.48309357770086,290.13284
San Diego,2025-07-01,33.15812759198204,-117.45865889721853,290.0297
San Diego,2025-07-01,33.1589422986814,-117.43421798558197,289.83218
San Diego,2025-07-01,33.159758186193834,-117.40977083129756,289.6114
San Diego,2025-07-01,33.16057525547793,-117.38531742285315,289.49277
San Diego,2025-07-01,33.16139350749567,-117.36085774871614,290.5391
San Diego,2025-07-01,33.10930667026637,-118.21957281762997,290.18405
San Diego,2025-07-01,33.11008414746468,-118.19532911380529,290.20663
San Diego,2025-07-01,33.110862775021936,-118.17107952213446,290.21274
San Diego,2025-07-01,33.11164255382994,-118.14682403169887,290.2151
San Diego,2025-07-01,33.11242348478153,-118.12256263156289,290.1769
San Diego,2025-07-01,33.113205568772514,-118.09829531077229,290.13187
San Diego,2025-07-01,33.11398901527263,-118.07401559847722,290.08243
San Diego,2025-07-01,33.11477340834355,-118.04973640186198,289.95532
San Diego,2025-07-01,33.11555895715247,-118.02545125162018,289.7993
San Diego,2025-07-01,33.11634566260293,-118.00116013672618,289.81946
San Diego,2025-07-01,33.11713352560071,-117.97686304613612,289.61362
San Diego,2025-07-01,33.117922547053446,-117.95255996878801,289.64352
San Diego,2025-07-01,33.118712727870985,-117.92825089360174,289.68555
San Diego,2025-07-01,33.1195040689653,-117.90393580947881,289.67294
San Diego,2025-07-01,33.12029657125065,-117.87961470530232,289.7712
San Diego,2025-07-01,33.121090235642704,-117.85528756993745,290.04428
San Diego,2025-07-01,33.12188527471799,-117.83094791639107,290.10815
San Diego,2025-07-01,33.122681266390906,-117.80660868355743,290.09717
San Diego,2025-07-01,33.123478422932145,-117.78226338601606,290.1613
San Diego,2025-07-01,33.12427674526646,-117.75791201255768,290.21945
San Diego,2025-07-01,33.12507623432035,-117.7335545519547,290.1117
San Diego,2025-07-01,33.12587689102274,-117.70919099296053,290.13684
San Diego,2025-07-01,33.12667871630473,-117.68482132430985,290.09848
San Diego,2025-07-01,33.127481711099044,-117.66044553471893,290.09933
San Diego,2025-07-01,33.12828587634135,-117.63606361288458,290.09805
San Diego,2025-07-01,33.129091212969016,-117.611675547485,290.05127
San Diego,2025-07-01,33.12989793668881,-117.58727483508206,290.12424
San Diego,2025-07-01,33.13070561922018,-117.56287444686852,290.15402
San Diego,2025-07-01,33.1315144759625,-117.53846788100716,290.1824
San Diego,2025-07-01,33.13232450786174,-117.51405512610003,290.2231
San Diego,2025-07-01,33.13313571586589,-117.4896361707301,290.03458
San Diego,2025-07-01,33.13394810092593,-117.46521100346045,289.97507
San Diego,2025-07-01,33.13476166399389,-117.44077961283578,289.82266
San Diego,2025-07-01,33.13557640602494,-117.41634198738066,289.63947
San Diego,2025-07-01,33.13639232797615,-117.39189811560044,289.47107
San Diego,2025-07-01,33.13720943080676,-117.3674479859811,289.42276
San Diego,2025-07-01,33.08517219456451,-118.22582311822485,289.82483
San Diego,2025-07-01,33.085948586457505,-118.20158868483948,289.95078
